Año,CO2 (kt),CO2 per cápita (toneladas métricas),Clave_Hash
2011,317287.18,8.335786706,935
1998,64927.9,2.892757518,940
1999,71095.8,3.140031377,940
2000,76698.97,3.358066547,940
2001,79474.89,3.448915941,940
2002,76108.59,3.273761678,940
2003,77777.07,3.316836376,940
2004,79482.23,3.362292388,940
2005,83013.55,3.486012537,940
2006,84557.35,3.527647741,940
2007,70369.73,2.918459295,940
2008,78081.43,3.220672403,940
2009,75228.51,3.08670211,940
2010,72492.92,2.958833707,940
2011,73578.36,2.987182112,940
1960,8225.08,0.928578089,976
1961,9090.49,1.018050319,976
1962,9303.18,1.034377865,976
1963,10025.58,1.110208624,976
1964,11023.0,1.21998414,976
1965,11598.72,1.288947997,976
1966,11851.74,1.327035861,976
1967,12409.13,1.398287231,976
1968,13010.52,1.472335783,976
1969,14613.0,1.668587261,976
1970,15258.39,1.757791405,976
1971,16406.16,1.898035761,976
1972,18349.67,2.126159183,976
1973,20003.49,2.317068608,976
1974,20714.88,2.366234787,976
1975,21356.61,2.348565289,976
1976,22423.71,2.396767891,976
1977,22728.07,2.403642892,976
1978,22742.73,2.379382628,976
1979,25030.94,2.590855545,976
1980,26985.45,2.763116005,976
1981,27227.48,2.763828494,976
1982,29255.33,2.951574043,976
1983,30179.41,3.0307109,976
1984,29064.64,2.907559769,976
1985,27407.16,2.734259393,976
1986,30520.44,3.042086135,976
1987,31536.2,3.14417772,976
1988,32925.99,3.28615515,976
1989,41209.75,4.118915142,976
1990,42196.17,4.226710165,976
1991,43934.33,4.410972934,976
1992,48195.38,4.842543085,976
1993,46812.92,4.697887488,976
1994,47568.32,4.760867235,976
1995,51924.72,5.17891567,976
1996,50732.95,5.041059445,976
1997,53233.84,5.265996648,976
1998,58055.94,5.714057485,976
1999,64689.55,6.331046774,976
2000,62966.06,6.119210997,976
2001,62863.38,6.066300051,976
2002,66820.07,6.412902146,976
2003,61275.57,5.858745455,976
2004,63175.08,6.025936055,976
2005,65309.27,6.217958495,976
2006,59108.37,5.617444894,976
2007,60864.87,5.773031758,976
2008,55364.37,5.24374293,976
2009,54517.29,5.158593379,976
2010,49588.84,4.690094769,976
2011,49724.52,4.709849624,976
1960,304.361,0.15994831,996
1961,363.033,0.185853294,996
1962,392.369,0.195662375,996
1963,410.704,0.199475841,996
1964,432.706,0.204676706,996
1965,550.05,0.253379662,996
1966,513.38,0.230279994,996
1967,487.711,0.213013397,996
1968,590.387,0.251132332,996
1969,520.714,0.215834185,996
1970,744.401,0.300877248,996
1971,634.391,0.25021782,996
1972,715.065,0.275370166,996
1973,869.079,0.326833977,996
1974,953.42,0.350068643,996
1975,839.743,0.300879194,996
1976,1056.1,0.369060191,996
1977,1184.44,0.403505855,996
1978,1488.8,0.494153509,996
1979,1367.79,0.442010109,996
1980,1532.81,0.481919294,996
1981,1444.8,0.441637877,996
1982,1404.46,0.417159282,996
1983,1455.8,0.420047516,996
1984,1543.81,0.432711653,996
1985,1606.15,0.437424322,996
1986,1749.16,0.463014365,996
1987,1976.51,0.508698258,996
1988,2255.21,0.564601855,996
1989,2343.21,0.570970994,996
1990,2262.54,0.536943191,996
1991,2233.2,0.516538365,996
1992,2621.91,0.591486571,996
1993,2951.94,0.649933662,996
1994,3498.32,0.752128795,996
1995,3964.03,0.832629573,996
1996,3751.34,0.77018598,996
1997,4195.05,0.842320594,996
1998,4503.08,0.884811407,996
1999,4503.08,0.866486881,996
2000,3689.0,0.695683315,996
2001,3821.01,0.706728134,996
2002,3898.02,0.707622696,996
2003,4070.37,0.725821637,996
2004,4088.71,0.716846064,996
2005,3832.02,0.661206044,996
2006,3986.03,0.67757378,996
2007,4136.38,0.693306247,996
2008,4352.73,0.719800679,996
2009,4517.74,0.737248172,996
2010,5075.13,0.817267073,996
2011,5298.82,0.841915242,996
1960,36.67,0.469628472,941
1961,58.672,0.726984363,941
1962,47.671,0.569859182,941
1963,66.006,0.76009627,941
1964,66.006,0.732325922,941
1965,84.341,0.902622003,941
1966,121.011,1.251018298,941
1967,139.346,1.393028161,941
1968,154.014,1.489713208,941
1969,161.348,1.509929065,941
1970,194.351,1.75889625,941
1971,227.354,1.988907454,941
1972,216.353,1.829175086,941
1973,209.019,1.70829962,941
1974,216.353,1.710530269,941
1975,212.686,1.628292974,941
1976,264.024,1.959463571,941
1977,275.025,1.980492126,941
1978,311.695,2.179182426,941
1979,282.359,1.916910502,941
1980,293.36,1.933791249,941
1981,330.03,2.112327189,941
1982,337.364,2.096952444,941
1983,421.705,2.546358636,941
1984,458.375,2.690041491,941
1985,586.72,3.348705539,941
1986,605.055,3.360128617,941
1987,608.722,3.291136366,941
1988,572.052,3.014893909,941
1989,608.722,3.133720122,941
1990,630.724,3.179533196,941
1991,638.058,3.158390258,941
1992,645.392,3.144127949,941
1993,616.056,2.956846445,941
1994,539.049,2.54768319,941
1995,572.052,2.658234201,941
1996,579.386,2.642195894,941
1997,597.721,2.671569811,941
1998,594.054,2.601164725,941
1999,583.053,2.502846031,941
2000,630.724,2.65828792,941
2001,737.067,3.05487077,941
2002,737.067,3.008043847,941
2003,799.406,3.216459587,941
2004,788.405,3.130939474,941
2005,850.744,3.337769338,941
2006,850.744,3.300898999,941
2007,843.41,3.239386851,941
2008,869.079,3.306029055,941
2009,872.746,3.288268805,941
2010,883.747,3.296763845,941
2011,858.078,3.167952684,941
1960,176.016,3.72056057,927
1961,161.348,3.141816766,927
1962,190.684,3.393738765,927
1963,6138.56,99.575940435,927
1964,6274.24,92.969564509,927
1965,6292.57,85.563167127,927
1966,6277.9,78.73460839,927
1967,6688.61,77.629182577,927
1968,7080.98,76.104349602,927
1969,7172.65,71.230046575,927
1970,7568.69,69.228548692,927
1971,9152.83,76.755882797,927
1972,10784.65,82.718938156,927
1973,12467.8,87.732828564,927
1974,10487.62,68.281887846,927
1975,10957.0,66.675567293,927
1976,10384.94,59.766366059,927
1977,9926.57,54.430931623,927
1978,10531.62,54.847066421,927
1979,14359.97,69.96536805,927
1980,13098.52,58.550048052,927
1981,12860.17,51.844440503,927
1982,12354.12,44.560791655,927
1983,11268.69,36.435711145,927
1984,12332.12,36.134271549,927
1985,12405.46,33.431502327,927
1986,13296.54,33.381054714,927
1987,11499.71,27.165080422,927
1988,11928.75,26.79395916,927
1989,14326.97,30.939634433,927
1990,11774.74,24.712026578,927
1991,17674.94,36.434611246,927
1992,26802.1,54.735255316,927
1993,30722.13,62.428119158,927
1994,30223.41,61.035330658,927
1995,30824.8,61.524217644,927
1996,31825.89,62.176462889,927
1997,36288.63,68.700755188,927
1998,32401.61,59.060424558,927
1999,31407.86,55.039411681,927
2000,34730.16,58.522169405,927
2001,30362.76,49.473310304,927
2002,28481.59,44.896166069,927
2003,36156.62,54.113310335,927
2004,44392.7,60.637815259,927
2005,51880.72,61.989757732,927
2006,56735.82,57.398896047,927
2007,65239.6,55.336799963,927
2008,67505.8,48.601619771,927
2009,71341.49,44.836401448,927
2010,75279.84,42.639076008,927
2011,83875.29,44.018926367,927
1960,53450.19,2.903812021,975
1961,55775.07,3.005891594,975
1962,63879.14,3.420285867,975
1963,69529.99,3.698826568,975
1964,72115.22,3.811762869,975
1965,78723.16,4.136449656,975
1966,84183.32,4.381022511,975
1967,92129.71,4.716318555,975
1968,100189.77,5.060132786,975
1969,111649.15,5.579907153,975
1970,120112.59,5.931369102,975
1971,125829.44,6.149550423,975
1972,132422.7,6.410251701,975
1973,144960.18,6.957304491,975
1974,150944.72,7.177785046,975
1975,162257.42,7.620014725,975
1976,174765.55,8.109155575,975
1977,178399.55,8.199979904,975
1978,193903.63,8.833289023,975
1979,196074.49,8.87596915,975
1980,196617.21,8.839647231,975
1981,198153.68,8.840159938,975
1982,195773.8,8.695110531,975
1983,200562.9,8.878868589,975
1984,189272.21,8.35419784,975
1985,194343.67,8.540541384,975
1986,202147.04,8.843110512,975
1987,212165.29,9.244904383,975
1988,212777.68,9.228068093,975
1989,214141.8,9.245609624,975
1990,158861.77,6.8469487,975
1991,137530.84,5.979301257,975
1992,123262.54,5.407607363,975
1993,120699.31,5.302368771,975
1994,115415.16,5.077610498,975
1995,127101.89,5.603084737,975
1996,126691.18,5.601094681,975
1997,114447.07,5.074362935,975
1998,102232.29,4.542174901,975
1999,89639.82,3.988948711,975
2000,89984.51,4.009474191,975
2001,95672.03,4.322797745,975
2002,92173.71,4.241675478,975
2003,95939.72,4.446939432,975
2004,95400.67,4.447221364,975
2005,95675.7,4.487669353,975
2006,102595.33,4.840827017,975
2007,101627.24,4.866509869,975
2008,95668.36,4.658143211,975
2009,81422.07,3.997649195,975
2010,79335.55,3.918410158,975
2011,84832.38,4.210560124,975
1992,2081840.24,14.001306358,985
1993,1941203.46,13.070316839,985
1994,1701132.3,11.468101479,985
1995,1634312.23,11.014687315,985
1996,1615804.88,10.90580737,985
1997,1528849.31,10.335977648,985
1998,1498343.53,10.146519351,985
1999,1533968.44,10.419962465,985
2000,1558111.97,10.628571359,985
2001,1558001.96,10.672994678,985
2002,1557660.93,10.719863136,985
2003,1604968.89,11.095667008,985
2004,1602955.71,11.12645581,985
2005,1615687.53,11.257693434,985
2006,1669618.1,11.671608612,985
2007,1667597.59,11.677438174,985
2008,1715638.95,12.019130643,985
2009,1574367.78,11.026116238,985
2010,1742540.07,12.198437426,985
2011,1808073.02,12.647328233,985
1960,106.343,0.036252175,919
1961,139.346,0.046509268,919
1962,84.341,0.027647384,919
1963,84.341,0.027180751,919
1964,36.67,0.011598121,919
1965,47.671,0.014745416,919
1966,44.004,0.013257903,919
1967,40.337,0.011800265,919
1968,55.005,0.015594257,919
1969,58.672,0.016116065,919
1970,58.672,0.015626923,919
1971,62.339,0.01611516,919
1972,66.006,0.01656899,919
1973,69.673,0.016983738,919
1974,73.34,0.01735104,919
1975,176.016,0.040378366,919
1976,267.691,0.059490591,919
1977,267.691,0.057591861,919
1978,289.693,0.060297749,919
1979,297.027,0.059780487,919
1980,495.045,0.096297531,919
1981,601.388,0.113172452,919
1982,608.722,0.110950452,919
1983,696.73,0.122896305,919
1984,634.391,0.107934488,919
1985,616.056,0.100696212,919
1986,597.721,0.093239566,919
1987,616.056,0.091370567,919
1988,696.73,0.098853942,919
1989,689.396,0.09523232,919
1990,542.716,0.074756947,919
1991,487.711,0.068969579,919
1992,487.711,0.072652543,919
1993,495.045,0.078574106,919
1994,473.043,0.078893266,919
1995,462.042,0.078143268,919
1996,480.377,0.078780187,919
1997,498.712,0.076652775,919
1998,487.711,0.069206391,919
1999,509.713,0.067198865,919
2000,528.048,0.065826007,919
2001,531.715,0.06383813,919
2002,531.715,0.06226879,919
2003,520.714,0.059945416,919
2004,528.048,0.059808657,919
2005,528.048,0.058618397,919
2006,528.048,0.057203516,919
2007,557.384,0.058789064,919
2008,542.716,0.055661387,919
2009,575.719,0.057430655,919
2010,590.387,0.05735438,919
2011,663.727,0.062874197,919
1960,2676.91,0.655055537,935
1961,3571.66,0.846589343,935
1962,6255.9,1.433898337,935
1963,6945.3,1.537705603,935
1964,7047.97,1.50681157,935
1965,4220.72,0.871394521,935
1966,6413.58,1.278708616,935
1967,25507.65,4.908764211,935
1968,29104.98,5.399962856,935
1969,35302.21,6.302110146,935
1970,45291.12,7.760119862,935
1971,59808.77,9.810979337,935
1972,70344.06,11.022076568,935
1973,95136.65,14.204829693,935
1974,98788.98,14.021616989,935
1975,83336.24,11.218138558,935
1976,101550.23,12.944085121,935
1977,118176.41,14.246044427,935
1978,115132.8,13.10512541,935
1979,138135.89,14.816217237,935
1980,169404.4,17.089258288,935
1981,175491.62,16.623347816,935
1982,158091.7,14.056238039,935
1983,161050.97,13.463274366,935
1984,155715.49,12.286128652,935
1985,172653.36,12.921913867,935
1986,204878.96,14.616912099,935
1987,190706.0,13.024272054,935
1988,202554.08,13.291670467,935
1989,203738.52,12.885888161,935
1990,217948.15,13.320830674,935
1991,267768.01,15.853120694,935
1992,285534.62,16.411428832,935
1993,313818.19,17.541023689,935
1994,309018.09,16.818764528,935
1995,236253.81,12.530918861,935
1996,258750.85,13.385064986,935
1997,216239.32,10.915867195,935
1998,207680.55,10.229463635,935
1999,226459.25,10.873895195,935
2000,296935.33,13.880494373,935
2001,297214.02,13.504855862,935
2002,326407.0,14.399397179,935
2003,327272.42,14.011216682,935
2004,395834.32,16.454994234,935
2005,397642.15,16.069446354,935
2006,432739.0,17.023568259,935
2007,393535.11,15.087498766,935
2008,418239.69,15.639313316,935
2009,484880.08,17.690225477,935
2010,533093.79,18.977625969,935
2011,520277.63,18.072450718,935
1960,1360.46,0.129783714,916
1961,1386.13,0.128810196,916
1962,1485.14,0.134379626,916
1963,1679.49,0.147903283,916
1964,1859.17,0.159284213,916
1965,2427.55,0.202254536,916
1966,2643.91,0.214127207,916
1967,3186.62,0.250771073,916
1968,3105.95,0.237411935,916
1969,4184.05,0.310545184,916
1970,4855.11,0.349795297,916
1971,4983.45,0.348436322,916
1972,5379.49,0.364915422,916
1973,5427.16,0.357025948,916
1974,5683.85,0.362399256,916
1975,4239.05,0.261780729,916
1976,3755.01,0.224473193,916
1977,3806.35,0.220178108,916
1978,3439.65,0.192456248,916
1979,3571.66,0.193238285,916
1980,3747.67,0.19601397,916
1981,3641.33,0.184043369,916
1982,3828.35,0.186953328,916
1983,3909.02,0.184555471,916
1984,3505.65,0.160268905,916
1985,4074.04,0.18072673,916
1986,4250.05,0.183360631,916
1987,3351.64,0.140880448,916
1988,4847.77,0.198644125,916
1989,3758.68,0.150011347,916
1990,5559.17,0.215714303,916
1991,5386.82,0.202816253,916
1992,4756.1,0.173492021,916
1993,2907.93,0.102704393,916
1994,4444.4,0.152046098,916
1995,4602.09,0.152666264,916
1996,4268.39,0.137465512,916
1997,5419.83,0.169602368,916
1998,4697.43,0.142910349,916
1999,5093.46,0.150670884,916
2000,5533.5,0.159133714,916
2001,6369.58,0.178055693,916
2002,8118.74,0.220598608,916
2003,9072.16,0.239590405,916
2004,11382.37,0.29215001,916
2005,10707.64,0.26709064,916
2006,11503.38,0.278837922,916
2007,13113.19,0.308883977,916
2008,13930.93,0.318940846,916
2009,15427.07,0.343430682,916
2010,15779.1,0.341750839,916
2011,16578.51,0.349548724,916
1960,828.742,0.260810811,919
1961,814.074,0.249290933,919
1962,814.074,0.242542279,919
1963,861.745,0.2497509,919
1964,924.084,0.260456564,919
1965,1694.15,0.464239796,919
1966,1719.82,0.45809809,919
1967,700.397,0.181319272,919
1969,491.378,0.120030886,919
1970,1309.12,0.310382967,919
1971,1353.12,0.31117013,919
1972,1455.8,0.324568115,919
1973,1551.14,0.335354502,919
1974,1851.84,0.388663489,919
1975,2581.57,0.526797825,919
1976,1774.83,0.352718851,919
1977,2244.2,0.434896875,919
1978,2629.24,0.497072755,919
1979,2900.6,0.534741356,919
1980,3351.64,0.60187611,919
1981,3296.63,0.575977878,919
1982,3054.61,0.51876284,919
1983,2632.91,0.434280736,919
1984,3307.63,0.529548489,919
1985,2676.91,0.415796835,919
1986,2662.24,0.401049624,919
1987,2453.22,0.358314896,919
1988,2742.92,0.388375287,919
1989,3696.34,0.507363654,919
1990,3182.96,0.423592076,919
1991,3424.98,0.441957794,919
1992,3479.98,0.435502187,919
1993,3593.66,0.436433792,919
1994,3901.69,0.460368778,919
1995,3494.65,0.401188486,919
1996,3740.34,0.418408853,919
1997,3263.63,0.356167681,919
1998,3428.65,0.365257604,919
1999,3700.0,0.384710034,919
2000,3938.36,0.399404376,919
2001,4330.73,0.42801874,919
2002,4547.08,0.437662912,919
2003,5012.79,0.469656021,919
2004,5280.48,0.481487398,919
2005,5859.87,0.519999035,919
2006,4789.1,0.413622745,919
2007,5335.49,0.448464475,919
2008,5441.83,0.444968124,919
2009,5848.87,0.464873613,919
2010,8272.75,0.638487724,919
2011,7858.38,0.58833415,919
1960,1393.46,0.846367833,933
1961,2093.86,1.229944196,933
1962,2577.9,1.472917952,933
1963,3399.31,1.89376546,933
1964,3703.67,2.011115334,933
1965,2530.23,1.340945466,933
1966,674.728,0.348804797,933
1967,3058.28,1.546459345,933
1968,5419.83,2.693750497,933
1969,7205.66,3.527860465,933
1970,18210.32,8.778174018,933
1971,16593.18,7.853270387,933
1972,22240.36,10.332816856,933
1973,21220.93,9.676666211,933
1974,21969.0,9.852451789,933
1975,24543.23,10.847357465,933
1976,30036.4,13.097456504,933
1977,28309.24,12.174446308,933
1978,33164.35,14.090902447,933
1979,36123.62,15.155702538,933
1980,31433.52,13.02164051,933
1981,26849.77,10.600680265,933
1982,29750.37,11.241546651,933
1983,34997.85,13.053730594,933
1984,33402.7,12.22547627,933
1985,33417.37,12.214143351,933
1986,35027.18,12.814637446,933
1987,32599.63,11.748507724,933
1988,36105.28,12.685843967,933
1989,41888.14,14.291898976,933
1990,46941.27,15.405065156,933
1991,47425.31,15.12729041,933
1992,50267.24,15.559249425,933
1993,54627.3,16.486427375,933
1994,65367.94,19.118755279,933
1995,47109.95,13.366397731,933
1996,55305.69,15.066781195,933
1997,69240.29,18.240147754,933
1998,57293.21,14.588770204,933
1999,50069.22,12.647820522,933
2000,49005.79,12.166624337,933
2001,49541.17,11.97221516,933
2002,47230.96,11.310231205,933
2003,31132.83,7.566013727,933
2004,28474.26,6.833825574,933
2005,30359.09,7.116921432,933
2006,30799.13,6.997632098,933
2007,18195.65,3.965405127,933
2008,23846.5,4.927577946,933
2009,23831.83,4.778242444,933
2010,13479.89,2.655230176,933
2011,22394.37,4.320161437,933
1960,11.001,0.093332428,892
1961,14.668,0.120820738,892
1962,14.668,0.1172802,892
1963,14.668,0.113826312,892
1964,18.335,0.138078276,892
1965,25.669,0.187574444,892
1966,25.669,0.182014791,892
1967,33.003,0.227052575,892
1968,36.67,0.24458733,892
1969,36.67,0.236770061,892
1970,40.337,0.251646994,892
1971,47.671,0.286804962,892
1972,55.005,0.318686667,892
1973,66.006,0.368020786,892
1974,66.006,0.354227264,892
1975,58.672,0.303297544,892
1976,62.339,0.310697661,892
1977,80.674,0.387963951,892
1978,62.339,0.289473562,892
1979,110.01,0.493528633,892
1980,102.676,0.445228824,892
1981,135.679,0.568913321,892
1982,121.011,0.490912853,892
1983,143.013,0.561712005,892
1984,143.013,0.544357279,892
1985,150.347,0.555177265,892
1986,154.014,0.552326374,892
1987,161.348,0.56244684,892
1988,157.681,0.534580726,892
1989,161.348,0.532048619,892
1990,161.348,0.51739143,892
1991,161.348,0.50301156,892
1992,161.348,0.48895704,892
1993,157.681,0.464464344,892
1994,154.014,0.440984968,892
1995,161.348,0.449142068,892
1996,161.348,0.436739047,892
1997,161.348,0.424757607,892
1998,161.348,0.413194738,892
1999,165.015,0.411181629,892
2000,165.015,0.400195472,892
2001,172.349,0.40692977,892
2002,172.349,0.396302079,892
2003,179.683,0.402558967,892
2004,179.683,0.392457207,892
2005,179.683,0.382869599,892
2006,179.683,0.373782025,892
2007,190.684,0.387510034,892
2008,190.684,0.378784688,892
2009,194.351,0.377551397,892
2010,198.018,0.376333439,892
2011,198.018,0.368304169,892
1960,715.065,0.327755728,904
1961,289.693,0.131072782,904
1962,326.363,0.145725026,904
1963,370.367,0.163165175,904
1964,304.361,0.132272037,904
1965,282.359,0.121028342,904
1966,300.694,0.127100293,904
1967,253.023,0.10544088,904
1968,385.035,0.158112465,904
1969,1107.43,0.447780071,904
1970,872.746,0.347133486,904
1971,803.073,0.313897189,904
1972,678.395,0.260336698,904
1973,539.049,0.202926163,904
1974,520.714,0.192159782,904
1975,524.381,0.189586878,904
1976,451.041,0.159670309,904
1977,513.38,0.177848942,904
1978,711.398,0.241070064,904
1979,678.395,0.22480755,904
1980,608.722,0.197226807,904
1981,693.063,0.219645696,904
1982,553.717,0.171730019,904
1983,689.396,0.20912778,904
1984,616.056,0.182460991,904
1985,663.727,0.191494107,904
1986,674.728,0.189046993,904
1987,498.712,0.135447977,904
1988,458.375,0.120908881,904
1989,374.034,0.096444985,904
1990,388.702,0.098875969,904
1991,469.376,0.118952867,904
1992,293.36,0.074661851,904
1993,289.693,0.074396792,904
1994,348.365,0.090283704,904
1995,352.032,0.091727385,904
1996,385.035,0.100451259,904
1997,392.369,0.102087123,904
1998,366.7,0.09454747,904
1999,352.032,0.089149109,904
2000,425.372,0.104753135,904
2001,568.385,0.134682069,904
2002,608.722,0.137652827,904
2003,652.726,0.140440618,904
2004,641.725,0.131758412,904
2005,546.383,0.107740841,904
2006,733.4,0.139876038,904
2007,641.725,0.119033972,904
2008,663.727,0.120200375,904
2009,652.726,0.115584129,904
2010,726.066,0.12570608,904
2011,898.415,0.152044168,904
1960,619.723,0.224301883,972
1961,583.053,0.20506597,972
1962,649.059,0.22168368,972
1963,1125.77,0.373279817,972
1964,1232.11,0.396663947,972
1965,1041.43,0.325663529,972
1966,1305.45,0.396746046,972
1967,1158.77,0.342459705,972
1968,1261.45,0.362724581,972
1969,1191.78,0.333581327,972
1970,1430.13,0.389830758,972
1971,1510.8,0.401249106,972
1972,1679.49,0.434859813,972
1973,1969.18,0.497441277,972
1974,1972.85,0.486646877,972
1975,2108.53,0.508381505,972
1976,2211.2,0.521607471,972
1977,2288.21,0.528598922,972
1978,2390.88,0.541459929,972
1979,2390.88,0.531454355,972
1980,2134.19,0.46621708,972
1981,1833.5,0.394126642,972
1982,1767.49,0.374288902,972
1983,1903.17,0.397365931,972
1984,1606.15,0.330803991,972
1985,1987.51,0.403889751,972
1986,1991.18,0.399312107,972
1987,2449.56,0.484879604,972
1988,2471.56,0.482954726,972
1989,2588.9,0.499381103,972
1990,2618.24,0.498514303,972
1991,3230.63,0.607080872,972
1992,3428.65,0.635859553,972
1993,3890.69,0.712340763,972
1994,4429.74,0.801325323,972
1995,5280.48,0.944842159,972
1996,4895.45,0.86746945,972
1997,5760.86,1.012043814,972
1998,5812.2,1.013270398,972
1999,5698.52,0.986643604,972
2000,5742.52,0.988073648,972
2001,5947.87,1.017645958,972
2002,6039.55,1.028130666,972
2003,6552.93,1.110491077,972
2004,6365.91,1.074399389,972
2005,6453.92,1.085202026,972
2006,6846.29,1.147251739,972
2007,6978.3,1.165689677,972
2008,6545.6,1.090169563,972
2009,6442.92,1.070009174,972
2010,6307.24,1.044537988,972
2011,6684.94,1.103998574,972
1960,84.341,0.030598466,945
1961,88.008,0.031267464,945
1962,106.343,0.03698959,945
1963,102.676,0.034955198,945
1964,135.679,0.045193598,945
1965,132.012,0.043006843,945
1966,139.346,0.044317807,945
1967,227.354,0.070448324,945
1968,154.014,0.046514297,945
1969,161.348,0.047659754,945
1970,216.353,0.062794376,945
1971,187.017,0.0537781,945
1972,234.688,0.067240162,945
1973,264.024,0.074867993,945
1974,330.03,0.090553843,945
1975,502.379,0.129447262,945
1976,480.377,0.11277419,945
1977,799.406,0.168149126,945
1978,557.384,0.105384541,945
1979,487.711,0.084687325,945
1980,814.074,0.133680323,945
1981,275.025,0.043991823,945
1982,718.732,0.114602192,945
1983,935.085,0.150828165,945
1984,715.065,0.116969659,945
1985,858.078,0.141400446,945
1986,924.084,0.151919461,945
1987,993.757,0.161878491,945
1988,1008.43,0.162195804,945
1989,957.087,0.152270098,945
1990,18.335,0.002900366,945
1991,3.667,0.000580265,945
1992,11.001,0.00174785,945
1993,11.001,0.001754757,945
1994,11.001,0.001752055,945
1995,11.001,0.001733413,945
2000,517.047,0.070009191,945
2001,502.379,0.066015178,945
2002,586.72,0.074959088,945
2003,594.054,0.073895549,945
2004,594.054,0.071997347,945
2005,594.054,0.07016161,945
2006,594.054,0.068384733,945
2007,608.722,0.068326521,945
2008,601.388,0.065850768,945
2009,597.721,0.063880736,945
2010,612.389,0.06391226,945
2011,575.719,0.05870688,945
2006,53765.55,7.25427423,910
2007,52251.08,7.078578039,910
2008,51880.72,7.058387624,910
2009,46127.19,6.300834457,910
2010,45877.84,6.292016689,910
2011,49185.47,6.799114997,910
1960,11.001,0.171208466,972
1961,11.001,0.170428667,972
1962,11.001,0.170746093,972
1963,7.334,0.114270579,972
1964,11.001,0.171331122,972
1965,11.001,0.169776379,972
1966,11.001,0.16653799,972
1967,11.001,0.162079736,972
1968,14.668,0.209423187,972
1969,14.668,0.203045404,972
1970,14.668,0.197546161,972
1971,11.001,0.144770954,972
1972,11.001,0.14188248,972
1973,14.668,0.185609799,972
1974,18.335,0.227283997,972
1975,18.335,0.221954556,972
1976,29.336,0.3455807,972
1977,29.336,0.335513976,972
1978,33.003,0.366313336,972
1979,33.003,0.35620386,972
1980,40.337,0.424810169,972
1981,44.004,0.45389749,972
1982,47.671,0.483028006,972
1983,55.005,0.548486813,972
1984,51.338,0.503951075,972
1985,55.005,0.531156754,972
1986,51.338,0.48724422,972
1987,51.338,0.478613514,972
1988,47.671,0.436275945,972
1989,47.671,0.428030133,972
1990,47.671,0.419731455,972
1991,47.671,0.411311475,972
1992,47.671,0.402810403,972
1993,47.671,0.394467476,972
1994,47.671,0.386569682,972
1995,47.671,0.379262336,972
1996,47.671,0.372586873,972
1997,47.671,0.366389978,972
1998,47.671,0.360368601,972
1999,47.671,0.354162642,972
2000,47.671,0.347547461,972
2001,51.338,0.366692142,972
2002,58.672,0.41004997,972
2003,66.006,0.45099312,972
2004,73.34,0.489808458,972
2005,77.007,0.502833897,972
2006,84.341,0.538631022,972
2007,84.341,0.526920482,972
2008,84.341,0.515547541,972
2009,91.675,0.548308572,972
2010,99.009,0.579406601,972
2011,102.676,0.587909256,972
1960,432.706,1.492233733,983
1961,429.039,1.438810825,983
1962,495.045,1.616051317,983
1963,531.715,1.69050647,983
1964,605.055,1.873264292,983
1965,795.739,2.398256173,983
1966,1096.43,3.214054764,983
1967,1334.79,3.805471055,983
1968,1452.13,4.036671439,983
1969,1521.81,4.148359661,983
1970,1609.81,4.335986403,983
1971,1716.16,4.605658863,983
1972,1745.49,4.700800931,983
1973,2108.53,5.724367571,983
1974,1602.48,4.389102831,983
1975,2020.52,5.571519174,983
1976,1998.52,5.530414979,983
1977,1899.51,5.261017081,983
1978,2394.55,6.624608881,983
1979,2295.54,6.338877276,983
1980,2372.55,6.539965323,983
1981,2031.52,5.591708436,983
1982,1873.84,5.148002846,983
1983,1375.13,3.764969527,983
1984,1554.81,4.229492589,983
1985,1598.81,4.30402537,983
1986,1760.16,4.669193815,983
1987,1760.16,4.584752915,983
1988,1877.5,4.791372231,983
1989,1855.5,4.637213127,983
1990,1811.5,4.436944616,983
1991,2101.19,5.050114404,983
1992,2112.19,4.986618568,983
1993,2156.2,5.003924335,983
1994,2163.53,4.936410514,983
1995,2181.87,4.893939394,983
1996,2130.53,4.696380273,983
1997,2141.53,4.639670342,983
1998,2163.53,4.612008322,983
1999,2152.53,4.525570971,983
2000,2126.86,4.424036559,983
2001,2273.54,4.695359451,983
2002,2258.87,4.645294496,983
2003,2247.87,4.609684173,983
2004,2299.21,4.69886085,983
2005,2387.22,4.852076935,983
2006,2449.56,4.939088986,983
2007,2453.22,4.897112104,983
2008,2453.22,4.84197988,983
2009,2475.23,4.829500002,983
2010,2394.55,4.621427372,983
2011,1910.51,3.649913361,983
1992,44183.68,8.328661591,958
1993,42881.9,8.05247737,958
1994,40421.34,7.560575842,958
1995,42115.5,7.854439175,958
1996,41312.42,7.688376418,958
1997,41048.4,7.625149374,958
1998,40480.01,7.509487589,958
1999,39240.57,7.272131497,958
2000,35885.26,6.659329488,958
2001,39357.91,7.317137791,958
2002,39251.57,7.300020532,958
2003,39493.59,7.349868072,958
2004,38749.19,7.212801455,958
2005,39357.91,7.325390806,958
2006,39104.89,7.277962961,958
2007,36780.01,6.843273815,958
2008,37711.43,7.010558568,958
2009,34037.09,6.319073237,958
2010,36240.96,6.721959562,958
2011,34374.46,6.367545917,958
1992,12478.8,6.250344854,970
1993,13164.53,6.609542582,970
1994,13340.55,6.705668873,970
1995,14403.98,7.238644496,970
