Año,CO2 (kt),CO2 per cápita (toneladas métricas),Clave_Hash
1986,179.683,2.868319392,910
1987,447.374,7.234964017,910
1988,612.389,10.026507523,910
1989,649.059,10.634732599,910
1990,1840.83,29.620164768,910
1991,1928.84,29.847608437,910
1992,1723.49,25.258151975,910
1993,1771.16,24.430480841,910
1994,1763.83,22.996440678,910
1995,1782.16,22.186614546,910
1996,1800.5,21.641889537,910
1997,1837.17,21.500661229,910
1998,1712.49,19.621533984,910
1999,1749.16,19.652588648,910
2000,2321.21,25.547678795,910
2001,2357.88,25.382489719,910
2002,2372.55,24.975514501,910
2003,2416.55,24.909065608,910
2004,2420.22,24.510542626,910
2005,2497.23,24.964530995,910
2006,2497.23,24.766706337,910
2007,2592.57,25.613714952,910
2008,2508.23,24.750133212,910
2009,2522.9,24.876705845,910
2010,2456.89,24.182702245,910
2011,2438.56,23.922412102,910
1995,407.037,6.374494942,870
1996,425.372,6.616353766,870
1997,458.375,7.145696603,870
1998,484.044,7.576446281,870
1999,513.38,8.001433893,870
2000,524.381,8.018180706,870
2001,524.381,7.73765678,870
2002,531.715,7.484094812,870
2003,535.382,7.159140446,870
2004,564.718,7.208828523,870
2005,575.719,7.088127747,870
2006,546.383,6.553476545,870
2007,539.049,6.350868305,870
2008,539.049,6.296124556,870
2009,517.047,6.049172848,870
2010,517.047,6.12477049,870
2011,491.378,5.96868547,870
1960,414.371,0.046067875,858
1961,491.378,0.053614943,858
1962,689.396,0.073781338,858
1963,707.731,0.074251368,858
1964,839.743,0.086316543,858
1965,1008.43,0.101498607,858
1966,1092.77,0.10767397,858
1967,1283.45,0.123782381,858
1968,1224.78,0.115547383,858
1969,942.419,0.086862817,858
1970,1672.15,0.150358548,858
1971,1895.84,0.166114846,858
1972,1532.81,0.130820142,858
1973,1639.15,0.136339954,858
1974,1917.84,0.155725123,858
1975,2126.86,0.169027082,858
1976,1987.51,0.154895026,858
1977,2390.88,0.183118308,858
1978,2159.86,0.163346971,858
1979,2240.54,0.168673488,858
1980,1760.16,0.133230271,858
1981,1983.85,0.152639744,858
1982,2101.19,0.165879122,858
1983,2522.9,0.205462699,858
1984,2830.92,0.237642948,858
1985,3509.32,0.301734199,858
1986,3142.62,0.274729698,858
1987,3124.28,0.275560305,858
1988,2867.59,0.252079156,858
1989,2775.92,0.239131208,858
1990,2676.91,0.221826764,858
1991,2493.56,0.194971232,858
1992,1426.46,0.103775745,858
1993,1375.13,0.092761103,858
1994,1320.12,0.083183538,858
1995,1268.78,0.075646465,858
1996,1199.11,0.06859185,858
1997,1114.77,0.061814349,858
1998,1056.1,0.057050868,858
1999,832.409,0.043722588,858
2000,781.071,0.03964437,858
2001,645.392,0.031434756,858
2002,894.748,0.041641211,858
2003,1037.76,0.046107612,858
2004,957.087,0.040727366,858
2005,1338.46,0.05485483,858
2006,1657.48,0.065815968,858
2007,2280.87,0.088141054,858
2008,4217.05,0.158961558,858
2009,6776.62,0.24907353,858
2010,8470.77,0.302936388,858
2011,12251.45,0.425262105,858
1960,550.05,0.104357101,893
1961,454.708,0.084718406,893
1962,1180.77,0.216025343,893
1963,1151.44,0.206877061,893
1964,1224.78,0.216174133,893
1965,1188.11,0.206088959,893
1966,1554.81,0.265164146,893
1967,993.757,0.166658589,893
1968,1672.15,0.275655471,893
1969,2786.92,0.451125604,893
1970,3582.66,0.568588577,893
1971,3410.31,0.529744961,893
1972,4506.74,0.684120294,893
1973,4880.78,0.723055043,893
1974,4873.44,0.703873436,893
1975,4415.07,0.621198891,893
1976,3285.63,0.450116912,893
1977,3534.99,0.471248794,893
1978,5412.49,0.701359921,893
1979,5504.17,0.692097154,893
1980,5346.49,0.651061684,893
1981,5280.48,0.621382804,893
1982,4649.76,0.527930763,893
1983,5115.47,0.560374447,893
1984,5009.12,0.530351031,893
1985,4701.09,0.482400531,893
1986,4660.76,0.464973712,893
1987,5815.86,0.565431153,893
1988,5130.13,0.486503528,893
1989,5009.12,0.462907837,893
1990,4429.74,0.398075822,893
1991,4367.4,0.380694834,893
1992,4418.74,0.372921412,893
1993,5801.19,0.473691138,893
1994,3890.69,0.307601078,893
1995,11012.0,0.844305988,893
1996,10491.29,0.781484777,893
1997,7381.67,0.5348313,893
1998,7308.33,0.515117027,893
1999,9156.5,0.627072296,893
2000,9541.53,0.633625299,893
2001,9732.22,0.625351712,893
2002,12665.82,0.786223278,893
2003,9064.82,0.543083667,893
2004,18793.38,1.086604897,893
2005,19156.41,1.069417185,893
2006,22266.02,1.200877147,893
2007,25151.95,1.311096483,893
2008,27172.47,1.369424769,893
2009,29361.67,1.430873373,893
2010,29743.04,1.401654169,893
2011,29710.03,1.35400753,893
1960,2024.18,1.258194928,856
1961,2280.87,1.374186047,856
1962,2464.22,1.439955964,856
1963,2082.86,1.181681144,856
1964,2016.85,1.11174196,856
1965,2174.53,1.166099043,856
1966,2552.23,1.333055465,856
1967,2680.58,1.3637463,856
1968,3072.95,1.519551277,856
1969,3245.3,1.558967572,856
1970,3744.01,1.753239905,856
1971,4352.73,1.989497923,856
1972,5643.51,2.515914398,856
1973,5291.48,2.303897417,856
1974,4345.4,1.849006691,856
1975,4594.75,1.910633637,856
1976,4950.45,2.013584562,856
1977,5720.52,2.275876391,856
1978,6494.26,2.53062504,856
1979,7587.02,2.898208518,856
1980,5170.47,1.93505831,856
1981,7341.33,2.693023914,856
1982,7308.33,2.624856785,856
1983,7631.03,2.683239919,856
1984,7825.38,2.694291374,856
1985,7880.38,2.658015382,856
1986,8056.4,2.665356221,856
1987,7444.01,2.414060815,856
1988,7326.67,2.331598531,856
1989,8984.15,2.783243075,856
1990,7488.01,2.278386827,856
1991,3971.36,1.215676857,856
1992,2387.22,0.73519813,856
1993,2343.21,0.726062789,856
1994,1928.84,0.601346953,856
1995,2086.52,0.654537133,856
1996,2016.85,0.636625313,856
1997,1543.81,0.49036506,856
1998,1752.83,0.560271437,856
1999,2984.94,0.960164412,856
2000,3021.61,0.978174681,856
2001,3223.29,1.053304176,856
2002,3751.34,1.229540709,856
2003,4294.06,1.412697196,856
2004,4165.71,1.376212735,856
2005,4253.72,1.412498211,856
2006,3865.02,1.291547969,856
2007,4477.41,1.507535815,856
2008,4657.09,1.580113283,856
2009,4488.41,1.533178094,856
2010,4415.07,1.515632053,856
2011,4668.09,1.60703771,856
1960,11.001,0.118785902,886
1961,11.001,0.108936971,886
1962,18.335,0.16335531,886
1963,22.002,0.175712369,886
1964,18.335,0.132650846,886
1965,22.002,0.146369696,886
1966,25.669,0.159358568,886
1967,916.75,5.336736892,886
1968,1243.11,6.708216413,886
1969,20524.2,99.84043878,886
1970,15247.39,64.762888963,886
1971,21184.26,76.988875563,886
1972,23454.13,72.37388334,886
1973,30630.45,80.012044731,886
1974,31327.18,69.315896962,886
1975,31070.49,58.483978805,886
1976,39651.27,63.742797616,886
1977,38785.86,53.656931116,886
1978,44814.41,54.163321223,886
1979,36607.66,39.477561272,886
1980,36904.69,36.295325776,886
1981,36857.02,33.717635403,886
1982,36871.69,31.82772295,886
1983,35342.55,29.011556997,886
1984,46394.88,36.238132656,886
1985,49926.21,36.970516123,886
1986,47234.63,33.018554428,886
1987,47693.0,31.397817367,886
1988,48367.73,29.969397188,886
1989,54487.95,31.824900401,886
1990,52009.06,28.711160292,886
1991,57010.85,29.798843293,886
1992,58136.62,28.794559126,886
1993,65980.33,31.007790915,886
1994,73130.98,32.672832857,886
1995,70641.09,30.057581678,886
1996,41059.4,16.638556712,886
1997,41646.12,16.047240311,886
1998,81495.41,29.810630741,886
1999,78374.79,27.17395364,886
2000,112562.23,36.904101074,886
2001,101414.55,31.516099028,886
2002,84704.03,24.956551446,886
2003,106841.71,29.4670889,886
2004,113240.63,28.481436992,886
2005,116148.56,25.914587227,886
2006,123874.93,23.954519164,886
2007,139404.67,23.195066971,886
2008,158935.11,23.033600468,886
2009,162602.11,21.102295617,886
2010,167596.57,20.120957283,886
2011,178483.89,20.43383762,886
1960,48815.1,2.367473032,894
1961,51180.32,2.442615665,894
1962,53695.88,2.522392105,894
1963,50083.89,2.316355797,894
1964,55727.4,2.53837965,894
1965,58866.35,2.641714463,894
1966,63138.41,2.792653923,894
1967,65543.96,2.858162546,894
1968,69082.61,2.969855218,894
1969,77329.7,3.275850301,894
1970,82734.85,3.451159222,894
1971,88939.42,3.650078169,894
1972,90156.86,3.637858366,894
1973,94065.88,3.730791118,894
1974,95569.35,3.726699112,894
1975,94931.3,3.641822498,894
1976,99786.4,3.768773931,894
1977,100791.16,3.749871115,894
1978,102639.33,3.762750231,894
1979,110703.06,3.998733697,894
1980,108737.55,3.86885293,894
1981,102041.61,3.574967612,894
1982,103424.07,3.567086543,894
1983,105213.56,3.572041973,894
1984,106522.68,3.560142178,894
1985,100596.81,3.310327288,894
1986,104212.47,3.377245218,894
1987,114942.12,3.669168725,894
1988,121473.04,3.820445808,894
1989,117090.98,3.629202129,894
1990,112613.57,3.440710803,894
1991,117021.3,3.525383685,894
1992,121447.37,3.608582241,894
1993,118609.12,3.477160476,894
1994,123350.55,3.569365678,894
1995,122547.47,3.501874849,894
1996,129217.75,3.648190358,894
1997,134677.91,3.758387022,894
1998,137673.85,3.79878183,894
1999,145488.23,3.969875863,894
2000,141076.82,3.806975725,894
2001,132631.72,3.539532688,894
2002,123266.21,3.253312671,894
2003,133126.77,3.47503504,894
2004,156170.2,4.032407013,894
2005,160951.96,4.111634824,894
2006,174237.51,4.404525042,894
2007,179738.01,4.496833655,894
2008,191578.75,4.744178401,894
2009,180654.76,4.427960113,894
2010,179000.94,4.342272052,894
2011,190034.94,4.562048512,894
1992,4052.04,1.174674163,918
1993,2896.93,0.859706565,918
1994,2966.6,0.901718662,918
1995,3490.98,1.083089242,918
1996,2607.24,0.821584566,918
1997,3278.3,1.044825239,918
1998,3406.64,1.094342744,918
1999,3058.28,0.988511937,918
2000,3465.32,1.126529454,918
2001,3542.32,1.15760795,918
2002,3043.61,0.998805808,918
2003,3428.65,1.1291735,918
2004,3645.0,1.20456698,918
2005,4352.73,1.443730955,918
2006,4382.07,1.459636908,918
2007,5064.13,1.694755259,918
2008,5559.17,1.868611029,918
2009,4360.06,1.469960972,918
2010,4217.05,1.422998378,918
2011,4961.45,1.671656923,918
1960,36.67,0.67061685,900
1961,47.671,0.86044077,900
1962,102.676,1.823373764,900
1963,84.341,1.47017501,900
1964,91.675,1.567094017,900
1965,150.347,2.520359412,900
1966,348.365,5.727991713,900
1967,564.718,9.10806103,900
1968,990.09,15.671932379,900
1969,1257.78,19.559006018,900
1970,462.042,7.068212761,900
1971,425.372,6.412192107,900
1972,374.034,5.565568038,900
1973,330.03,4.855381628,900
1974,429.039,6.249202534,900
1975,707.731,10.219499516,900
1976,403.37,5.780430484,900
1977,465.709,6.631858508,900
1978,491.378,6.969109888,900
1979,407.037,5.769237311,900
1980,143.013,2.034295387,900
1981,106.343,1.524630824,900
1982,293.36,4.254677302,900
1983,84.341,1.24107537,900
1984,146.68,2.193739437,900
1985,249.356,3.792832806,900
1986,249.356,3.859701262,900
1987,275.025,4.332193939,900
1988,286.026,4.57363523,900
1989,286.026,4.615779366,900
1990,300.694,4.85726747,900
1991,289.693,4.641623406,900
1992,289.693,4.566841126,900
1993,304.361,4.692005303,900
1994,311.695,4.683621337,900
1995,322.696,4.721298044,900
1996,322.696,4.593864332,900
1997,337.364,4.670561524,900
1998,333.697,4.49690052,900
1999,348.365,4.581278521,900
2000,344.698,4.439238615,900
2001,344.698,4.364812845,900
2002,363.033,4.536211421,900
2003,388.702,4.804484327,900
2004,407.037,4.980995619,900
2005,410.704,4.974311149,900
2006,425.372,5.096289552,900
2007,469.376,5.561524699,900
2008,480.377,5.628318688,900
2009,509.713,5.906292005,900
2010,524.381,6.011268671,900
2011,513.38,5.823804338,900
1960,88202.35,8.582936643,951
1961,90589.57,8.641569017,951
1962,94912.96,8.835688047,951
1963,101029.52,9.226439909,951
1964,108979.57,9.759073431,951
1965,120967.0,10.622321391,951
1966,120332.61,10.328092438,951
1967,129265.42,10.955624799,951
1968,134622.9,11.210167708,951
1969,142257.6,11.60055435,951
1970,147618.75,11.802890541,951
1971,152774.55,11.80911757,951
1972,157486.65,11.951631555,951
1973,170992.21,12.779686846,951
1974,172356.33,12.559668731,951
1975,175883.99,12.659899806,951
1976,174244.84,12.416791777,951
1977,187787.07,13.231896139,951
1978,202015.03,14.069858615,951
1979,205069.64,14.12909198,951
1980,220746.07,15.024916009,951
1981,230360.94,15.432500837,951
1982,234119.62,15.424931809,951
1983,225003.45,14.64008413,951
1984,236594.84,15.220975296,951
1985,241229.93,15.308410204,951
1986,239964.81,14.980573153,951
1987,256106.95,15.746957802,951
1988,261145.41,15.796167782,951
1989,277771.58,16.519862915,951
1990,263847.98,15.461262108,951
1991,261574.44,15.133906735,951
1992,268068.7,15.322589368,951
1993,277478.22,15.706018169,951
1994,278204.29,15.581309941,951
1995,281940.96,15.600982846,951
1996,302241.47,16.506005898,951
1997,305838.8,16.516649619,951
1998,316964.48,16.940007429,951
1999,325380.24,17.192235232,951
2000,329479.95,17.202524409,951
2001,324877.87,16.735067481,951
2002,341390.37,17.372317799,951
2003,336355.58,16.906198166,951
2004,342776.49,17.030341326,951
2005,350268.17,17.174386265,951
2006,357946.87,17.293873823,951
2007,363795.74,17.467002247,951
2008,376197.53,17.704079683,951
2009,382464.43,17.631833051,951
2010,368170.47,16.710904354,951
2011,369039.55,16.519209917,951
1960,30821.14,4.373318828,955
1961,31862.56,4.496361641,955
1962,33905.08,4.755361673,955
1963,36992.7,5.155193747,955
1964,38943.54,5.391003988,955
1965,38188.14,5.252196533,955
1966,39258.9,5.361724683,955
1967,39966.63,5.417736727,955
1968,42350.18,5.711110104,955
1969,44693.4,6.006325178,955
1970,50692.61,6.788807307,955
1971,52155.74,6.953651912,955
1972,56193.11,7.448516814,955
1973,60164.47,7.930866985,955
1974,57469.22,7.562697278,955
1975,54392.61,7.176844855,955
1976,58415.31,7.721250012,955
1977,56218.78,7.428063284,955
1978,57483.89,7.601371804,955
1979,61594.6,8.158846402,955
1980,52306.09,6.928479,955
1981,56130.77,7.416160614,955
1982,53868.23,7.112124941,955
1983,51983.39,6.874373273,955
1984,54550.29,7.214278667,955
1985,54700.64,7.230766353,955
1986,54080.92,7.144304852,955
1987,57744.25,7.623419815,955
1988,53340.18,7.032030698,955
1989,54117.59,7.102448997,955
1990,57722.25,7.518022233,955
1991,61638.6,7.94835195,955
1992,56688.15,7.229977927,955
1993,57135.53,7.227191928,955
1994,57095.19,7.194347413,955
1995,59827.11,7.527052401,955
1996,63226.41,7.943997858,955
1997,62705.7,7.869650771,955
1998,63717.79,7.987899893,955
1999,61917.3,7.747095213,955
2000,62188.65,7.762359194,955
2001,65785.98,8.180002892,955
2002,66977.76,8.287318901,955
2003,72074.89,8.874662113,955
2004,72272.9,8.844004368,955
2005,74278.75,9.027746201,955
2006,72214.23,8.733506631,955
2007,69724.34,8.405092793,955
2008,68752.58,8.262046031,955
2009,63483.1,7.608851293,955
2010,67975.18,8.127692863,955
2011,65202.93,7.769983423,955
1992,57678.24,7.813362639,910
1993,49365.15,6.586411474,910
1994,42672.88,5.617069764,910
1995,33479.71,4.356500976,910
1996,31510.53,4.059066212,910
1997,29809.04,3.803022741,910
1998,31675.55,4.00297561,910
1999,28576.93,3.579835395,910
2000,29508.35,3.666271029,910
2001,28771.28,3.547105484,910
2002,29614.69,3.623944346,910
2003,30615.78,3.718169927,910
2004,32089.92,3.863229639,910
2005,34337.79,4.091801927,910
2006,39167.23,4.616299863,910
2007,30509.44,3.5553401,910
2008,35503.89,4.051383481,910
2009,31902.9,3.565668218,910
2010,30678.12,3.388225879,910
2011,33457.71,3.647379147,910
1962,44.004,0.015202573,862
1963,47.671,0.016154716,862
1964,47.671,0.015827251,862
1965,36.67,0.011909579,862
1966,47.671,0.015115038,862
1967,47.671,0.014735443,862
1968,55.005,0.016581181,862
1969,73.34,0.021615415,862
1970,62.339,0.018032098,862
1971,73.34,0.020908925,862
1972,73.34,0.020674675,862
1973,73.34,0.020469155,862
1974,91.675,0.02529766,862
1975,77.007,0.020942939,862
1976,88.008,0.023502041,862
1977,99.009,0.025881431,862
1978,102.676,0.026207124,862
1979,110.01,0.027372978,862
1980,146.68,0.035545483,862
1981,157.681,0.037191783,862
1982,157.681,0.036172651,862
1983,205.352,0.045769938,862
1984,220.02,0.047575832,862
1985,231.021,0.048388881,862
1986,242.022,0.049027749,862
1987,267.691,0.052400265,862
1988,256.69,0.048577138,862
1989,300.694,0.055127945,862
1990,293.36,0.052263073,862
1991,337.364,0.058575946,862
1992,308.028,0.052251256,862
1993,326.363,0.054214014,862
1994,333.697,0.054400843,862
1995,322.696,0.051722143,862
1996,319.029,0.05037235,862
1997,304.361,0.047405324,862
1998,293.36,0.045049693,862
1999,286.026,0.043182164,862
2000,289.693,0.042809203,862
2001,205.352,0.029561001,862
2002,212.686,0.029705089,862
2003,161.348,0.021800204,862
2004,198.018,0.025845471,862
2005,154.014,0.019411377,862
2006,187.017,0.022756803,862
2007,187.017,0.02196433,862
2008,190.684,0.021615102,862
2009,190.684,0.020867637,862
2010,194.351,0.020542078,862
2011,209.019,0.021349926,862
1960,91000.27,9.941594074,877
1961,92793.44,10.103871995,877
1962,98117.92,10.64118963,877
1963,105781.95,11.38692874,877
1964,103662.42,11.053654717,877
1965,105440.92,11.141655555,877
1966,105206.23,11.042019428,877
1967,107472.44,11.217256754,877
1968,118557.78,12.325687126,877
1969,123618.24,12.815449607,877
1970,125620.42,13.01017881,877
1971,121528.05,12.563425176,877
1972,130834.89,13.472695257,877
1973,138872.96,14.255486403,877
1974,135220.63,13.836965546,877
1975,122100.1,12.458303897,877
1976,130009.82,13.241679786,877
1977,126570.17,12.875438717,877
1978,135855.02,13.807057936,877
1979,140233.41,14.239233815,877
1980,135301.3,13.723296274,877
1981,124021.61,12.57955507,877
1982,117553.02,11.926684782,877
1983,101630.91,10.312079424,877
1984,105422.58,10.696966385,877
1985,104472.83,10.59744025,877
1986,102874.02,10.431541714,877
1987,103116.04,10.447172782,877
1988,100354.79,10.135143851,877
1989,107461.44,10.813514942,877
1990,106049.64,10.639671673,877
1991,110959.75,11.090999877,877
1992,111968.18,11.146482514,877
1993,107652.12,10.675034546,877
1994,112334.88,11.105109404,877
1995,112327.54,11.081152051,877
1996,118059.07,11.623834247,877
1997,115341.82,11.328852022,877
1998,118374.43,11.601914553,877
1999,115085.13,11.253707481,877
2000,114894.44,11.207847238,877
2001,114315.06,11.113039429,877
2002,107098.4,10.364911493,877
2003,114564.41,11.04114741,877
2004,110908.42,10.64264053,877
2005,108297.51,10.335095843,877
2006,106775.71,10.122879329,877
2007,103215.05,9.71371759,877
2008,103882.44,9.699598963,877
2009,104021.79,9.634775755,877
2010,109093.25,10.012609694,877
2011,97765.89,8.849398302,877
1960,161.348,0.066354118,885
1961,128.345,0.052045781,885
1962,135.679,0.054201528,885
1963,121.011,0.047579654,885
1964,143.013,0.055295044,885
1965,150.347,0.057114908,885
1966,113.677,0.042394929,885
1967,143.013,0.052319596,885
1968,154.014,0.055230835,885
1969,201.685,0.070849897,885
1970,282.359,0.097105031,885
1971,293.36,0.0987099,885
1972,388.702,0.127891949,885
1973,381.368,0.122623449,885
1974,407.037,0.127816295,885
1975,443.707,0.135983014,885
1976,260.357,0.077823023,885
1977,297.027,0.086539722,885
1978,363.033,0.103038654,885
1979,366.7,0.101340082,885
1980,517.047,0.139064998,885
1981,429.039,0.112249052,885
1982,502.379,0.127787747,885
1983,462.042,0.114215524,885
1984,513.38,0.123291053,885
1985,744.401,0.173630822,885
1986,693.063,0.15699872,885
1987,539.049,0.118573004,885
1988,561.051,0.119745164,885
1989,641.725,0.132690892,885
1990,715.065,0.142976655,885
1991,828.742,0.159910854,885
1992,905.749,0.168410364,885
1993,1133.1,0.202977024,885
1994,1265.12,0.218621053,885
1995,1327.45,0.221772443,885
1996,1265.12,0.204833203,885
1997,1217.44,0.191382863,885
1998,1213.78,0.185408737,885
1999,1562.14,0.231754927,885
2000,1598.81,0.230065879,885
2001,1815.17,0.252987807,885
2002,2079.19,0.280412783,885
2003,2354.21,0.307110875,885
2004,2508.23,0.316583691,885
2005,2394.55,0.292647893,885
2006,3872.35,0.458607507,885
2007,4495.74,0.516298739,885
2008,4488.41,0.500183373,885
2009,4752.43,0.514277812,885
2010,5152.14,0.541771234,885
2011,4987.12,0.509962226,885
1960,44.004,0.009111897,836
1961,91.675,0.018729909,836
1962,84.341,0.01700312,836
1963,88.008,0.017504214,836
1964,110.01,0.021575276,836
1965,102.676,0.019841275,836
1966,102.676,0.019533659,836
1967,102.676,0.019216847,836
1968,102.676,0.018894966,836
1969,121.011,0.021889876,836
1970,143.013,0.025426355,836
1971,150.347,0.026268923,836
1972,161.348,0.027698414,836
1973,168.682,0.028443195,836
1974,205.352,0.033998428,836
1975,220.02,0.035749173,836
1976,209.019,0.033314914,836
1977,249.356,0.038968347,836
1978,348.365,0.053341694,836
1979,407.037,0.061009863,836
1980,432.706,0.063420218,836
1981,557.384,0.079795475,836
1982,575.719,0.080427272,836
1983,594.054,0.080923788,836
1984,465.709,0.061836929,836
1985,476.71,0.061686779,836
1986,480.377,0.060571905,836
1987,517.047,0.063518694,836
1988,553.717,0.06626337,836
1989,821.408,0.095737151,836
1990,586.72,0.066589241,836
1991,627.057,0.069287377,836
1992,630.724,0.067840823,836
1993,627.057,0.06564342,836
1994,645.392,0.065745056,836
1995,627.057,0.062147146,836
1996,707.731,0.068229445,836
1997,806.74,0.075638155,836
1998,861.745,0.07856119,836
1999,931.418,0.082550446,836
2000,1041.43,0.089716835,836
2001,997.424,0.08351019,836
2002,1004.76,0.081747564,836
2003,1078.1,0.085214387,836
2004,1103.77,0.084722421,836
2005,1125.77,0.083875351,836
2006,1360.46,0.098340164,836
2007,1646.48,0.115429246,836
2008,1697.82,0.115427271,836
2009,1664.82,0.109774087,836
2010,1683.15,0.1076731,836
2011,1932.51,0.11998056,836
1972,3509.32,0.05192953,851
1973,4554.41,0.066334334,851
1974,4660.76,0.066736729,851
1975,4869.78,0.068350464,851
1976,5570.17,0.076376762,851
1977,5812.2,0.077652827,851
1978,6017.55,0.078202389,851
1979,6648.27,0.08400439,851
1980,7638.36,0.093878675,851
1981,7931.72,0.09487752,851
1982,8599.12,0.100143152,851
1983,8236.08,0.093399511,851
1984,9123.5,0.10074583,851
1985,10234.6,0.110031468,851
1986,11463.04,0.11996804,851
1987,11862.75,0.120864332,851
1988,13545.9,0.134411176,851
1989,13454.22,0.130117492,851
1990,15533.41,0.14656494,851
1991,15940.45,0.146903476,851
1992,17748.28,0.159912482,851
1993,17407.25,0.153445767,851
1994,18969.39,0.163650969,851
1995,22816.07,0.192658144,851
1996,24029.85,0.198614945,851
1997,25063.95,0.202825216,851
1998,24048.19,0.190602088,851
1999,25236.29,0.196015725,851
2000,27869.2,0.212287044,851
2001,32456.62,0.242619016,851
2002,33707.06,0.247430419,851
2003,33883.08,0.24446636,851
2004,39750.28,0.282229562,851
2005,37553.75,0.262742269,851
2006,48136.71,0.332345776,851
2007,46886.26,0.319840389,851
2008,49581.51,0.334439662,851
2009,52790.13,0.352155282,851
2010,56152.77,0.370359878,851
2011,57069.52,0.372017166,851
1960,22295.36,2.833901121,907
1961,25973.36,3.269920074,907
1962,30736.79,3.835891818,907
1963,34411.13,4.259780927,907
1964,42863.56,5.262987916,907
1965,46317.88,5.645651942,907
1966,48767.43,5.905436715,907
1967,55166.35,6.638369161,907
1968,59526.41,7.112214403,907
1969,66376.37,7.869932816,907
1970,61238.9,7.213424372,907
1971,64300.85,7.532552676,907
1972,66171.02,7.715656701,907
1973,68825.92,7.983550221,907
1974,71260.81,8.210958036,907
1975,73061.31,8.377877479,907
1976,73116.31,8.347946173,907
1977,75969.24,8.628766462,907
1978,81411.07,9.236529547,907
1979,79152.2,8.968132006,907
1980,77487.38,8.744238667,907
1981,80343.97,9.03643153,907
1982,90131.19,10.107275314,907
1983,90365.88,10.10833662,907
1984,87366.28,9.749961471,907
1985,89540.81,9.992783476,907
1986,91528.32,10.217299938,907
1987,91634.66,10.214134001,907
1988,87289.27,9.718843491,907
1989,86739.22,9.771261867,907
1990,75763.89,8.690224309,907
1991,58176.96,6.73939778,907
1992,54458.62,6.376764779,907
1993,68077.86,8.035332854,907
1994,54344.94,6.436235483,907
1995,58004.61,6.900326395,907
1996,56559.81,6.763241038,907
1997,51616.69,6.209849583,907
1998,48998.45,5.934325293,907
1999,43982.0,5.356718076,907
2000,43530.96,5.328034342,907
2001,46453.56,5.792010306,907
2002,44634.72,5.672606662,907
2003,47307.97,6.046861677,907
2004,46787.25,6.012888437,907
2005,47909.36,6.18991912,907
2006,48943.45,6.357101164,907
2007,52188.74,6.916687364,907
2008,50791.62,6.778939404,907
2009,42654.54,5.729715977,907
2010,44128.68,5.966883548,907
2011,49339.49,6.71438251,907
1960,575.719,3.542864352,910
1961,1771.16,10.547396441,910
1962,1591.48,9.193608577,910
1963,1195.44,6.714155733,910
1964,1598.81,8.747480495,910
1965,1228.45,6.557022226,910
1966,649.059,3.384358282,910
1967,1004.76,5.121012421,910
1968,1103.77,5.492662463,910
1969,1272.45,6.162905812,910
1970,2592.57,12.165859541,910
1971,3039.94,13.767358973,910
1972,3681.67,16.03597749,910
1973,5522.5,23.023855582,910
1974,5405.16,21.437215187,910
1975,5753.52,21.574147124,910
1976,6574.93,23.163970928,910
1977,7469.68,24.63321967,910
1978,7766.71,24.00754843,910
1979,8133.41,23.724381543,910
1980,7887.72,21.916291101,910
1981,8525.78,22.788573338,910
1982,9838.56,25.491802047,910
1983,8228.75,20.756237278,910
1984,9207.84,22.611289146,910
1985,10194.26,24.305322763,910
1986,11012.0,25.403301598,910
1987,11430.04,25.456997198,910
1988,12163.44,26.14472041,910
1989,11738.07,24.397074779,910
1990,12665.82,25.538806801,910
1991,12335.79,24.204240524,910
1992,11455.71,21.914398525,910
1993,15702.09,29.311794837,910
1994,15969.79,29.080863005,910
1995,16021.12,28.419851702,910
1996,15621.42,26.940217813,910
1997,17319.24,28.969983306,910
1998,18404.67,29.778422274,910
1999,18019.64,28.115970567,910
2000,18643.03,27.956644248,910
2001,13927.27,20.042317306,910
2002,15698.43,21.642107077,910
2003,16468.5,21.623693695,910
2004,17509.93,21.670994283,910
2005,19207.75,22.153905243,910
2006,18830.05,20.01475859,910
2007,22013.0,21.443295525,910
2008,24011.52,21.519995483,910
2009,21704.97,18.136233742,910
2010,23252.45,18.435024764,910
2011,23439.46,17.947329814,910
1960,410.704,3.74983109,914
1961,546.383,4.746698752,914
1962,726.066,5.996432199,914
1963,707.731,5.55819871,914
1964,1085.43,8.118596528,914
1965,1316.45,9.399945733,914
1966,1092.77,7.466084556,914
1967,1705.16,11.173504492,914
1968,1631.82,10.286990399,914
1969,1745.49,10.62704414,914
1970,2574.23,15.200134628,914
1971,6732.61,38.722770854,914
1972,6490.59,36.495974,914
1973,7873.05,43.38030955,914
1974,7389.01,39.919636731,914
1975,8254.42,43.701448523,914
1976,6464.92,33.513496281,914
1977,9717.55,49.298136142,914
1978,6607.93,32.791926992,914
1979,6930.63,33.637629952,914
1980,7990.39,37.930281022,914
1981,2801.59,13.006202299,914
1982,2262.54,10.271428896,914
1983,2016.85,8.956413615,914
1984,1855.5,8.066838829,914
1985,1510.8,6.437609722,914
1986,1411.8,5.903831357,914
1987,1422.8,5.845721493,914
1988,1540.14,6.220877629,914
1989,1947.18,7.731341446,914
1990,1950.84,7.610436221,914
1991,1782.16,6.825147348,914
1992,1793.16,6.737845363,914
1993,1701.49,6.274733096,914
1994,1686.82,6.113815363,914
1995,1683.15,6.008020675,914
1996,1668.49,5.879253115,914
